Date,Price,Open,High,Low,Volume,
14-Dec-09,528.96,528.99,536.91,526.51,6.43M,
15-Dec-09,520.86,528.99,531.96,519.08,6.77M,
16-Dec-09,518.66,520.02,522.55,514.18,6.82M,
17-Dec-09,512.62,522.45,522.45,510.16,6.55M,
18-Dec-09,499.09,512.64,512.64,497.78,10.15M,
21-Dec-09,503.7,495.8,510.56,490.35,11.35M,
22-Dec-09,504.81,504.32,509.57,500.9,6.43M,
23-Dec-09,528.09,507.69,528.94,505.9,9.90M,
24-Dec-09,533.1,532.45,536.81,524.21,7.45M,
29-Dec-09,535.05,534.43,539.39,529.98,5.62M,
30-Dec-09,532.97,534.83,537.41,529.73,4.28M,
31-Dec-09,540.15,536.91,542.85,535.6,8.10M,
4-Jan-10,532.7,540.43,540.43,506.13,35.37M,
5-Jan-10,530.32,569.55,569.55,527.7,9.87M,
6-Jan-10,538.89,534.88,542.11,530.3,10.93M,
7-Jan-10,547.83,538.89,552.27,533.94,12.09M,
8-Jan-10,546.4,548.8,551.67,542.85,6.97M,
11-Jan-10,535.67,562.02,569.45,520.07,87.06M,
12-Jan-10,537.08,542.36,563.31,533.44,15.13M,
13-Jan-10,539.19,538.89,540.87,529.28,7.09M,
14-Jan-10,555.58,537.9,557.12,537.9,11.33M,
15-Jan-10,550.16,557.61,564.1,547.34,8.66M,
18-Jan-10,544.59,548.3,552.98,540.85,6.54M,
19-Jan-10,537.41,544.84,547.83,536.24,6.03M,
20-Jan-10,533.69,542.36,543.4,530.97,8.92M,
21-Jan-10,522.08,532.45,533.44,520.19,8.59M,
22-Jan-10,521.98,515.61,530.47,509.92,18.40M,
25-Jan-10,516.13,519.9,522.25,513.48,6.18M,
27-Jan-10,508.95,512.15,520.07,505.21,11.47M,
28-Jan-10,513.71,515.12,518.31,507.69,15.33M,
29-Jan-10,518.19,511.6,520.96,504.27,10.77M,
1-Feb-10,517.79,513.88,522.55,512.91,5.60M,
2-Feb-10,508.83,521.06,523.22,507.24,7.96M,
3-Feb-10,512.12,510.71,519.28,510.71,6.95M,
4-Feb-10,504.79,514.13,514.13,502.24,5.53M,
5-Feb-10,486.24,482.92,499.14,482.92,13.79M,
6-Feb-10,492.21,490.35,494.07,488.07,1.31M,
8-Feb-10,492.51,487.88,497.46,482.92,11.95M,
9-Feb-10,491.96,492.21,494.31,486.74,6.60M,
10-Feb-10,487.92,495.26,495.26,486.39,8.43M,
11-Feb-10,502.81,489.98,505.11,489.61,10.82M,
15-Feb-10,500.26,508.68,508.68,499.07,6.23M,
16-Feb-10,504.1,500.31,505.71,497.78,4.65M,
17-Feb-10,511.43,507.69,514.03,506.23,7.21M,
18-Feb-10,494.22,510.16,514.3,492.83,9.15M,
19-Feb-10,486.98,492.83,492.83,483.99,8.19M,
22-Feb-10,484.38,492.98,495.31,480.45,5.86M,
23-Feb-10,483.1,482.43,486.88,480.45,5.99M,
24-Feb-10,484.8,480.45,488.22,478.79,5.76M,
25-Feb-10,477.03,485.45,487.88,475.07,8.75M,
26-Feb-10,484.88,479.95,492.83,478.59,10.42M,
2-Mar-10,486.98,487.88,494.81,485.1,8.40M,
3-Mar-10,507.59,489.36,509.17,489.36,12.29M,
4-Mar-10,502.24,515.12,515.12,499.27,9.59M,
5-Mar-10,500.16,506.2,508.18,497.83,5.43M,
8-Mar-10,497.34,505.81,508.68,496.3,5.51M,
9-Mar-10,490.53,498.52,501.15,489.39,8.06M,
10-Mar-10,499.64,492.83,504.67,490.01,11.45M,
11-Mar-10,503.45,500.26,505.21,498.77,6.73M,
12-Mar-10,506,502.73,511.65,502.24,10.31M,
15-Mar-10,509.2,506.2,511.13,501.79,8.37M,
16-Mar-10,528.96,511.15,530.87,509.67,15.69M,
17-Mar-10,529.83,532.35,536.17,527.9,9.97M,
18-Mar-10,533.42,531.96,535.72,527.05,7.06M,
19-Mar-10,540.9,534.34,543.1,530.05,9.11M,
22-Mar-10,531.93,526.01,544.34,526.01,9.45M,
23-Mar-10,540.58,533.91,541.84,533.42,9.23M,
25-Mar-10,540.6,542.85,543.35,533.64,10.60M,
26-Mar-10,545.06,543.35,550.28,542.43,8.34M,
29-Mar-10,541.52,546.67,549.76,540.38,9.35M,
