Date	Price	Open	High	Low	Volume	Change %
9-May-12	188.31	193.6	195.5	187.6	34.00M	-3.69%
10-May-12	184.31	189	193.27	183.23	41.62M	-2.12%
11-May-12	185.36	183.9	188.48	182.1	36.83M	0.57%
14-May-12	183.97	186.1	189.56	181.35	29.72M	-0.75%
15-May-12	186.04	182.6	187.17	182.5	26.56M	1.13%
16-May-12	182.77	183.4	184.48	180.23	28.99M	-1.76%
17-May-12	184.84	183.52	186.2	182.26	28.71M	1.13%
18-May-12	194.06	182	195.7	182	88.72M	4.99%
21-May-12	200.95	196	203	196	38.85M	3.55%
22-May-12	193.88	203.5	204	193.11	41.40M	-3.52%
23-May-12	195.5	193.32	197.39	192.05	34.53M	0.84%
24-May-12	196.62	195.8	197.4	192.54	32.10M	0.57%
25-May-12	200.69	196.24	201.8	195.43	29.16M	2.07%
28-May-12	210.13	201.9	210.7	201.69	35.32M	4.70%
29-May-12	212.01	211.5	214.99	210.47	48.42M	0.89%
30-May-12	209.82	210.15	211.8	208.2	32.38M	-1.03%
31-May-12	205.6	208	208.9	203.75	40.74M	-2.01%
1-Jun-12	202.82	206	208.05	201.7	26.26M	-1.35%
4-Jun-12	204.59	199.22	205.4	197.41	29.32M	0.87%
5-Jun-12	208.28	206.4	211	206.1	32.97M	1.80%
6-Jun-12	215.82	210	216.8	209.6	33.46M	3.62%
7-Jun-12	216.79	218.3	218.9	215.66	35.58M	0.45%
8-Jun-12	217.94	215.16	219.16	213.15	29.80M	0.53%
11-Jun-12	216.48	220	221.79	215.55	28.15M	-0.67%
12-Jun-12	220.62	215.5	221.19	213.26	38.57M	1.91%
13-Jun-12	222.6	221	224.4	218.6	31.09M	0.90%
14-Jun-12	215.03	221.2	221.87	214.41	33.24M	-3.40%
15-Jun-12	218.31	216.84	218.99	214.7	28.24M	1.53%
18-Jun-12	208.79	221.6	223.19	208.16	53.58M	-4.36%
19-Jun-12	210.06	208.79	211.63	205.6	37.17M	0.61%
20-Jun-12	211.71	211.37	212.69	209.66	25.12M	0.79%
21-Jun-12	217.84	210.02	218.5	208.5	34.03M	2.90%
22-Jun-12	215.78	214.7	218.45	212.85	35.63M	-0.95%
25-Jun-12	211.5	216.11	220	210.16	43.57M	-1.98%
26-Jun-12	211.31	211.3	213.18	209.61	26.38M	-0.09%
27-Jun-12	211.34	212.81	213.84	210.33	19.44M	0.01%
28-Jun-12	209.83	211.8	212.44	207.41	27.84M	-0.71%
29-Jun-12	215.9	213	217	212.7	25.87M	2.89%
2-Jul-12	218.19	216.98	219.73	216	23.63M	1.06%
3-Jul-12	218.74	219.5	220.4	217.72	23.04M	0.25%
4-Jul-12	222.48	219.01	222.99	219.01	33.47M	1.71%
5-Jul-12	223.34	221.99	223.97	221.21	18.78M	0.39%
6-Jul-12	222.26	223.57	223.57	220.57	21.90M	-0.48%
9-Jul-12	220.94	219.8	221.9	219.26	21.14M	-0.59%
10-Jul-12	222.9	221.38	223.48	221.2	17.67M	0.89%
11-Jul-12	221.87	221.5	225.25	221.01	24.68M	-0.46%
12-Jul-12	222.12	219.49	223.88	219.4	19.75M	0.11%
13-Jul-12	217.84	222.19	223.35	217.12	17.03M	-1.93%
16-Jul-12	219.94	218.5	221.59	217.82	18.54M	0.96%
17-Jul-12	219.91	221.5	222.34	218.21	13.47M	-0.01%
18-Jul-12	218.55	219.5	220.26	216.22	20.78M	-0.62%
19-Jul-12	215.81	221.41	221.73	215.4	20.95M	-1.25%
20-Jul-12	213.2	215.1	217.35	212.71	19.27M	-1.21%
23-Jul-12	209.31	211.2	212.38	208.68	15.90M	-1.82%
24-Jul-12	209.5	209.5	211.48	208.04	16.45M	0.09%
25-Jul-12	207.03	208.63	209.47	206.1	17.13M	-1.18%
26-Jul-12	201.74	207.5	208.38	200.9	24.64M	-2.56%
27-Jul-12	194.1	205.1	206.73	193.15	42.13M	-3.79%
30-Jul-12	203.18	195.12	204	194.1	34.44M	4.68%
31-Jul-12	200.51	203.8	204.5	196.82	48.38M	-1.31%
1-Aug-12	203.34	201	204.48	200.53	19.82M	1.41%
2-Aug-12	201.13	203	203	199.75	21.31M	-1.09%
3-Aug-12	200.53	199.1	201.44	197.5	20.06M	-0.30%
6-Aug-12	201.82	203.48	203.72	201.08	16.06M	0.64%
7-Aug-12	206.12	202.12	207.19	201.12	25.27M	2.13%
8-Aug-12	206.08	207.3	208.9	205.32	22.91M	-0.02%
9-Aug-12	196.88	206.72	208.05	196.34	42.90M	-4.46%
10-Aug-12	188.78	196.3	199.4	187.6	108.90M	-4.11%
13-Aug-12	190.66	189.2	191.1	185.85	53.43M	1.00%
14-Aug-12	191.03	191.1	193	189.81	36.64M	0.19%
16-Aug-12	189.44	191.8	192.38	189	27.22M	-0.83%
17-Aug-12	189.71	189.5	191.72	188.24	28.63M	0.14%
21-Aug-12	191.51	190.28	191.79	188.91	19.72M	0.95%
22-Aug-12	191.22	190	193.3	189.7	25.30M	-0.15%
23-Aug-12	191.19	191.41	192.99	190.01	21.83M	-0.02%
24-Aug-12	189.38	190	190.4	188.35	18.01M	-0.95%
27-Aug-12	184.45	189.03	189.94	183.82	20.74M	-2.60%
28-Aug-12	184.42	184.22	185.95	183.02	24.60M	-0.02%
29-Aug-12	182.99	184.9	185.68	182.45	18.80M	-0.78%
30-Aug-12	183.97	182.2	184.7	181.51	21.63M	0.54%
31-Aug-12	183.74	183.9	186.49	182.87	27.90M	-0.13%
3-Sep-12	185.07	185	186.5	184.25	16.00M	0.72%
4-Sep-12	187.5	186	188.18	185.1	17.18M	1.31%
5-Sep-12	183.03	186.01	186.7	182.71	19.03M	-2.38%
6-Sep-12	185.4	182.7	186.5	182.7	19.56M	1.29%
7-Sep-12	189.21	188.8	190.2	188.26	24.27M	2.06%
8-Sep-12	189.85	189	190.1	189	1.55M	0.34%
10-Sep-12	186.12	189.9	190.5	185.63	19.43M	-1.96%
11-Sep-12	185.77	184.51	187.19	184.5	18.56M	-0.19%
12-Sep-12	185.94	187	187.7	184.5	19.63M	0.09%
13-Sep-12	186.76	185.4	188.5	185.4	16.41M	0.44%
14-Sep-12	197.15	191.9	197.5	191.1	37.99M	5.56%
17-Sep-12	207.96	200.6	208.88	200.6	53.90M	5.48%
18-Sep-12	214.94	208	215.69	206.06	44.35M	3.36%
20-Sep-12	212.34	210.9	215.99	210	31.87M	-1.21%
21-Sep-12	221.32	213.59	224.25	213.51	42.04M	4.23%
24-Sep-12	219.82	221.5	225.28	218.41	29.15M	-0.68%
25-Sep-12	219.65	221.32	224.5	217.2	30.85M	-0.08%
26-Sep-12	222.9	218.8	224	217.15	28.37M	1.48%
27-Sep-12	224.72	224	226.49	223.02	27.46M	0.82%
28-Sep-12	224.06	226.94	227.8	222.58	22.35M	-0.29%
1-Oct-12	227.01	224.24	227.87	224.02	15.90M	1.32%
3-Oct-12	229.69	228.09	230.24	225.31	25.95M	1.18%
4-Oct-12	234.57	231	234.9	230.43	24.48M	2.12%
5-Oct-12	233.94	235	236.25	201.03	39.75M	-0.27%
8-Oct-12	226.94	234.05	234.05	226.13	18.14M	-2.99%
9-Oct-12	228.25	229.39	230.6	225.73	19.49M	0.58%
10-Oct-12	222.35	225.8	226.38	221.85	21.84M	-2.58%
11-Oct-12	226.72	222.7	228.37	219.14	29.46M	1.97%
12-Oct-12	225.18	226.97	229.44	224.51	17.76M	-0.68%
15-Oct-12	226.44	224.8	226.97	223.08	14.25M	0.56%
16-Oct-12	222.88	227.04	228.5	222.39	15.14M	-1.57%
17-Oct-12	221.47	224.62	225.59	220.21	21.08M	-0.63%
18-Oct-12	227.82	222.84	228.37	220.7	24.27M	2.87%
19-Oct-12	225.78	227	227.99	223.4	19.70M	-0.90%
22-Oct-12	224.09	222.7	225.99	222.53	13.79M	-0.75%
23-Oct-12	223.47	224	226.79	223.06	14.00M	-0.28%
25-Oct-12	219.94	223.98	225.03	219.5	28.77M	-1.58%
26-Oct-12	217.34	218.5	220.47	216.1	18.29M	-1.18%
29-Oct-12	216.77	217.28	220.44	215.69	21.36M	-0.26%
30-Oct-12	207.43	216.9	219.98	206.56	45.98M	-4.31%
31-Oct-12	211.03	207.2	211.46	205.75	25.38M	1.74%
1-Nov-12	211.55	211.2	212.46	209.84	14.38M	0.25%
2-Nov-12	215.25	214	215.9	212.51	17.60M	1.75%
5-Nov-12	214.47	214.29	215.38	212.82	12.15M	-0.36%
6-Nov-12	217.31	213.09	217.75	213.09	15.07M	1.32%
7-Nov-12	221.7	216.84	222.97	216.45	28.98M	2.02%
8-Nov-12	224.23	218.9	226.69	218.22	27.56M	1.14%
9-Nov-12	215.5	223.66	226.94	214.8	62.46M	-3.89%
12-Nov-12	219.03	216.51	219.49	212.41	31.73M	1.64%
13-Nov-12	217.13	218.99	219.01	216	3.81M	-0.87%
15-Nov-12	215.37	215.2	218.2	213.84	17.21M	-0.81%
16-Nov-12	210.84	215.37	217	210.11	18.35M	-2.10%
19-Nov-12	209.39	212.4	212.4	208.44	18.30M	-0.69%
20-Nov-12	206.65	211	211.88	205.3	18.90M	-1.31%
21-Nov-12	206.1	207.1	207.44	204.1	23.02M	-0.27%
22-Nov-12	209.84	206.76	211.46	206.76	18.18M	1.81%
23-Nov-12	208.95	211	211.15	207.53	13.76M	-0.42%
26-Nov-12	209.19	209.65	210.97	208	13.54M	0.11%
27-Nov-12	211.51	210.17	212.31	209.5	15.65M	1.11%
29-Nov-12	213.19	212.81	214.2	210.56	20.99M	0.79%
30-Nov-12	217.03	214.9	218.7	214.56	21.59M	1.80%
3-Dec-12	220.41	218	221	217.35	18.63M	1.56%
4-Dec-12	223.96	220.8	224.92	220.24	22.34M	1.61%
5-Dec-12	227.18	224.8	228.3	224.52	23.56M	1.44%
6-Dec-12	230.72	228.1	231.79	224	23.50M	1.56%
7-Dec-12	231.62	231.64	233.96	230	25.83M	0.39%
10-Dec-12	232.03	232.24	232.68	230.11	13.61M	0.18%
11-Dec-12	230.88	232.97	233.85	228.27	20.56M	-0.50%
12-Dec-12	229.49	231	231.79	228.64	18.42M	-0.60%
13-Dec-12	226.26	230.25	232.5	225.51	18.25M	-1.41%
14-Dec-12	232.03	226.62	232.7	225.38	20.18M	2.55%
17-Dec-12	234.43	231.88	234.9	231.19	18.97M	1.03%
18-Dec-12	237.27	235	238.2	227.9	41.04M	1.21%
19-Dec-12	237.23	238.5	240.81	236.28	21.28M	-0.02%
20-Dec-12	238.12	236.84	239.88	234.25	18.31M	0.38%
21-Dec-12	233.44	235.51	237.66	232.75	15.69M	-1.97%
24-Dec-12	233.13	234	235.9	232.5	10.55M	-0.13%
26-Dec-12	237.09	233.67	238	232.3	15.35M	1.70%
27-Dec-12	238.84	237.09	239.75	236.27	19.72M	0.74%
28-Dec-12	237.95	239.4	239.74	236.91	11.04M	-0.37%
31-Dec-12	238.55	237	239.67	236.87	10.01M	0.25%
1-Jan-13	242.65	240.49	243.41	239.75	17.20M	1.72%
2-Jan-13	245.06	245	246.4	243.81	14.66M	0.99%
3-Jan-13	247.16	246	248.24	243.62	20.10M	0.86%
4-Jan-13	248.67	246	249.29	245.06	13.71M	0.61%
7-Jan-13	246.76	249	249.9	246.18	10.26M	-0.77%
8-Jan-13	249.34	246.8	250	246.3	16.12M	1.05%
9-Jan-13	252.28	249.4	254	249.4	22.47M	1.18%
10-Jan-13	253.91	254	255.17	252.25	21.50M	0.65%
11-Jan-13	249.1	254.9	255	248.32	14.16M	-1.89%
14-Jan-13	249.97	249.1	252	247.52	17.72M	0.35%
15-Jan-13	248.99	250.5	251.74	247.02	12.22M	-0.39%
16-Jan-13	243.24	248	249.35	242.4	14.39M	-2.31%
17-Jan-13	246.99	242.55	248.25	242.3	14.09M	1.54%
18-Jan-13	249.21	248.5	251.76	247.81	16.07M	0.90%
21-Jan-13	249.94	249.5	251.14	249.01	11.85M	0.29%
22-Jan-13	246.44	249	250.9	245.44	12.95M	-1.40%
23-Jan-13	248.04	247.1	249.21	245.22	15.04M	0.65%
24-Jan-13	245.91	248	248.44	244.06	17.65M	-0.86%
25-Jan-13	251.37	245.97	252.48	244.8	12.46M	2.22%
28-Jan-13	249.16	252.5	253.38	248.3	18.35M	-0.88%
29-Jan-13	246.25	249.06	253.5	245.5	46.33M	-1.17%
30-Jan-13	243.61	247.7	248.7	242.66	23.72M	-1.07%
31-Jan-13	243.8	243.6	245.66	241.62	25.53M	0.08%
1-Feb-13	241.24	243.1	245.21	240.1	14.52M	-1.05%
4-Feb-13	235.26	241.75	242.93	234.5	18.60M	-2.48%
5-Feb-13	237.15	235	238.06	232.81	22.38M	0.80%
6-Feb-13	234.87	238.5	238.79	234.2	13.87M	-0.96%
7-Feb-13	232.66	233.4	236.4	232.01	13.76M	-0.94%
8-Feb-13	228.62	232	234.29	227.61	17.65M	-1.74%
11-Feb-13	229.44	228.99	231.19	227.74	14.81M	0.36%
12-Feb-13	229.64	230.1	230.76	227.88	13.30M	0.09%
13-Feb-13	225.47	230.2	232.32	224.25	27.60M	-1.82%
14-Feb-13	221.57	225	226.9	217.5	60.92M	-1.73%
15-Feb-13	223.34	220.7	224.77	220.51	21.13M	0.80%
18-Feb-13	226.27	223.5	226.88	223.5	18.38M	1.31%
19-Feb-13	227.35	226.88	228	223.7	13.69M	0.48%
20-Feb-13	225.21	228.5	228.72	224.66	16.09M	-0.94%
21-Feb-13	221.06	223.94	224.29	220.01	19.31M	-1.84%
22-Feb-13	219.6	221.1	222.54	219	18.28M	-0.66%
25-Feb-13	222.09	221	223.9	220.1	16.89M	1.13%
26-Feb-13	219.84	220.8	221.6	218.87	16.45M	-1.01%
27-Feb-13	221.34	221.25	223.26	219.7	14.10M	0.68%
28-Feb-13	208.09	223.4	223.67	205.1	58.73M	-5.99%
1-Mar-13	208.76	208.7	210.9	206.6	21.68M	0.32%
4-Mar-13	209.95	208.74	210.86	207.65	18.28M	0.57%
5-Mar-13	212.85	211.2	213.9	208.14	19.06M	1.38%
6-Mar-13	216.86	214.1	217.5	213.65	21.54M	1.88%
7-Mar-13	216.62	216.22	217.2	214.51	11.77M	-0.11%
8-Mar-13	220.95	217.72	221.9	217.61	19.46M	2.00%
11-Mar-13	220.47	220.94	222.1	219.37	14.15M	-0.22%
12-Mar-13	220.69	220.7	222.8	218.31	21.84M	0.10%
13-Mar-13	217.94	219.7	221.81	217.12	21.05M	-1.25%
14-Mar-13	225.5	217.9	226.15	216.52	33.67M	3.47%
15-Mar-13	226.2	226.4	227.38	223.75	22.16M	0.31%
18-Mar-13	224.98	223.77	225.92	223.34	11.22M	-0.54%
19-Mar-13	220.35	226.6	226.97	217.01	40.39M	-2.06%
20-Mar-13	212.04	219.95	220.97	211.03	23.05M	-3.77%
21-Mar-13	211.94	212.6	215.9	208.03	32.31M	-0.05%
22-Mar-13	208.4	212.32	213	207.6	20.89M	-1.67%
25-Mar-13	205.82	212.49	212.5	205.29	22.64M	-1.24%
26-Mar-13	205.03	205	206.79	202.71	16.27M	-0.38%
28-Mar-13	207.28	204.88	208	203.1	18.80M	1.10%
1-Apr-13	209.06	208.5	209.79	206.65	11.16M	0.86%
2-Apr-13	214.04	208.22	214.8	207.56	15.28M	2.38%
3-Apr-13	210.46	213.62	215.69	209.06	23.04M	-1.67%
4-Apr-13	206.76	209.04	209.7	205.75	15.06M	-1.76%
5-Apr-13	205.67	206.76	208.4	204.2	16.15M	-0.53%
8-Apr-13	203.37	205.74	207.14	202.87	10.81M	-1.12%
9-Apr-13	198.82	204.53	206.6	198	18.25M	-2.24%
10-Apr-13	202.31	199.9	202.87	197.61	18.99M	1.76%
11-Apr-13	204.24	203.48	205	200.8	18.85M	0.95%
12-Apr-13	208.18	204	209.7	202	20.63M	1.93%
15-Apr-13	214.63	206.3	215.84	206.26	18.09M	3.10%
16-Apr-13	218.31	214.8	219.4	214	14.84M	1.71%
17-Apr-13	224.51	219.5	226.99	219.5	24.64M	2.84%
18-Apr-13	229.97	225.34	231.25	223.5	21.38M	2.43%
22-Apr-13	232.71	230.64	236	230.64	14.45M	1.19%
23-Apr-13	228.75	234	234.33	226.6	18.77M	-1.70%
25-Apr-13	233.46	230.9	234.3	229.4	20.54M	2.06%
26-Apr-13	228.79	232.5	233.46	227.72	11.55M	-2.00%
29-Apr-13	227.35	230.2	230.94	226.21	13.96M	-0.63%
30-Apr-13	226.43	228.2	229.25	222.53	14.81M	-0.40%
2-May-13	229.94	227.5	232.69	226.51	20.14M	1.55%
3-May-13	221.38	228.5	229.34	220.6	36.58M	-3.72%
6-May-13	222.61	220.56	223.25	218.3	19.60M	0.56%
7-May-13	225.68	222	226.4	221.85	12.90M	1.38%
8-May-13	225.47	226	227.3	223.16	14.80M	-0.09%
9-May-13	229.09	226	232.68	224.4	22.59M	1.61%
10-May-13	229.36	228.99	232.3	228.38	18.60M	0.12%
11-May-13	230.57	229.1	231.5	229.1	1.09M	0.53%
13-May-13	227.77	230.5	231.88	226.81	12.81M	-1.21%
14-May-13	229.31	227.32	231.86	226.64	19.82M	0.68%
15-May-13	238.28	231.01	239.28	230.53	27.23M	3.91%
16-May-13	241.94	237.53	243.91	237.2	22.68M	1.54%
17-May-13	242.49	242.04	243.47	238.8	16.89M	0.23%
20-May-13	241.18	243	247.2	240.25	18.15M	-0.54%
21-May-13	236.07	242	242.9	235.39	19.35M	-2.12%
22-May-13	236.3	238	240.22	234.56	15.13M	0.10%
23-May-13	217.76	235.5	235.5	215.3	63.82M	-7.85%
24-May-13	215.12	219.2	219.8	212.74	34.75M	-1.21%
27-May-13	216.21	215.4	218.33	214.68	22.38M	0.51%
28-May-13	212.98	213.54	216.18	212.25	21.43M	-1.49%
29-May-13	210.63	213.51	213.93	209.81	16.84M	-1.10%
30-May-13	208.85	210	211.99	207.91	24.35M	-0.85%
31-May-13	204.68	208.19	208.9	204.21	20.77M	-2.00%
3-Jun-13	206.99	204.81	208.19	204	21.80M	1.13%
4-Jun-13	202.82	207	208.4	202.1	18.89M	-2.01%
5-Jun-13	203.18	202.6	204.44	201.2	19.68M	0.18%
6-Jun-13	204.88	202.32	206.7	200.65	24.86M	0.84%
7-Jun-13	202.41	203.5	207.5	201.5	18.94M	-1.21%
10-Jun-13	201.16	204	204.7	200.11	14.60M	-0.62%
11-Jun-13	199.75	200.5	202.6	198.2	27.83M	-0.70%
12-Jun-13	200.6	202.9	202.9	197.06	31.89M	0.43%
13-Jun-13	201.88	199	203.58	198.52	21.11M	0.64%
14-Jun-13	204.59	203.6	205.9	203.09	18.14M	1.34%
17-Jun-13	206.58	205.25	207.4	199.22	25.62M	0.97%
18-Jun-13	204.36	206.3	207.5	203.72	15.41M	-1.07%
19-Jun-13	204.58	204.4	205.22	202.87	15.40M	0.11%
20-Jun-13	199.75	200.9	201.98	198.74	26.52M	-2.36%
21-Jun-13	198.91	199.4	200.88	196.63	26.46M	-0.42%
24-Jun-13	194.84	198.31	198.71	193	21.81M	-2.05%
25-Jun-13	190.78	194.8	194.95	190.12	30.78M	-2.08%
26-Jun-13	190	191.4	192.57	189.21	20.56M	-0.41%
27-Jun-13	191.25	192.15	193	190.1	19.89M	0.66%
28-Jun-13	195.38	193.8	195.74	193	15.66M	2.16%
1-Jul-13	201.56	196.3	202.1	195.5	15.14M	3.16%
2-Jul-13	198.99	201.12	202.9	198.23	16.27M	-1.28%
3-Jul-13	189.88	197.6	197.6	189.28	25.31M	-4.58%
4-Jul-13	190	190.19	192.34	187.26	28.49M	0.06%
5-Jul-13	189.44	192.11	192.77	188.82	17.58M	-0.29%
8-Jul-13	187.32	187.9	188.19	185.01	15.42M	-1.12%
9-Jul-13	189.47	188.7	191.25	188.06	22.89M	1.15%
10-Jul-13	187.63	190.71	192.38	186.53	19.18M	-0.97%
11-Jul-13	191.13	191.1	192.8	190	15.68M	1.87%
12-Jul-13	189.34	191.6	192	188.13	14.99M	-0.94%
15-Jul-13	191.23	189.17	191.72	186.8	23.21M	1.00%
16-Jul-13	182.76	186	186	179.75	30.41M	-4.43%
17-Jul-13	180.67	183.6	183.9	179.01	24.11M	-1.14%
18-Jul-13	182.43	181.3	183.09	179.1	20.49M	0.97%
19-Jul-13	181.13	182.9	182.9	179.87	14.08M	-0.71%
22-Jul-13	182.47	180.7	183.48	180.6	9.69M	0.74%
23-Jul-13	186.09	183.8	186.97	183.27	14.17M	1.98%
24-Jul-13	180.12	182	182.7	178.63	26.28M	-3.21%
25-Jul-13	179.81	179.4	181.6	178.91	29.96M	-0.17%
26-Jul-13	176.53	181.1	182.32	175.17	26.17M	-1.82%
29-Jul-13	174	176.72	177	173.28	16.55M	-1.43%
30-Jul-13	172.33	174.43	177.4	171.84	27.91M	-0.96%
31-Jul-13	170.84	171.78	171.98	169	30.36M	-0.86%
1-Aug-13	168.32	171.79	172.3	166.5	23.62M	-1.48%
2-Aug-13	168.06	168.8	170.9	166.5	25.31M	-0.15%
5-Aug-13	168.22	168.8	169.4	165.56	17.65M	0.10%
6-Aug-13	164.14	166.5	167.64	163.31	25.45M	-2.43%
7-Aug-13	171.61	164.5	172.9	163.6	30.64M	4.55%
8-Aug-13	166.41	170.82	171.81	165	22.00M	-3.03%
12-Aug-13	160.53	166.41	166.97	157.5	54.40M	-3.53%
13-Aug-13	162	159.47	162.7	157.5	40.05M	0.92%
14-Aug-13	162.44	162.4	164.34	160.8	22.63M	0.27%
16-Aug-13	157.06	161.09	161.4	155.3	33.16M	-3.31%
19-Aug-13	153.05	156.8	156.8	152.1	27.36M	-2.55%
20-Aug-13	155.41	150	156.16	148.86	24.47M	1.54%
21-Aug-13	154.8	164	165.09	152.3	32.62M	-0.39%
22-Aug-13	156.47	153.27	157.19	151.23	39.52M	1.08%
23-Aug-13	155.91	156.66	158.68	154.21	22.29M	-0.36%
26-Aug-13	155.72	157.11	158.49	154.51	17.00M	-0.12%
27-Aug-13	152	154.2	154.22	150.15	23.25M	-2.39%
28-Aug-13	149.78	150	151.2	145.27	25.27M	-1.46%
29-Aug-13	148.78	151.3	152.46	147.25	20.08M	-0.67%
30-Aug-13	151.9	148.64	152.6	147.03	21.56M	2.10%
2-Sep-13	151.63	152	154	151.03	13.42M	-0.18%
3-Sep-13	147.56	152.5	153.46	146.11	21.05M	-2.68%
4-Sep-13	149.42	147.6	151.15	145.57	23.86M	1.26%
5-Sep-13	163.81	153.6	164.45	153.34	41.01M	9.63%
6-Sep-13	163.46	163.8	164.8	159.69	24.83M	-0.21%
10-Sep-13	163.35	166	169.51	162.1	21.51M	-0.07%
11-Sep-13	169	162.29	169.78	160.23	28.93M	3.46%
12-Sep-13	165.84	170	170.77	164.6	19.02M	-1.87%
13-Sep-13	166.11	163.8	168.6	163.1	17.63M	0.16%
16-Sep-13	164.63	169.7	170.5	163.53	22.54M	-0.89%
17-Sep-13	163.37	165.2	166	162.72	16.47M	-0.77%
18-Sep-13	167.37	164.5	167.82	163.69	13.96M	2.45%
19-Sep-13	180.78	174.4	181.8	174.31	33.44M	8.01%
20-Sep-13	174.75	181.38	184.45	169.24	50.47M	-3.34%
23-Sep-13	165.47	170.91	171.4	164.34	24.90M	-5.31%
24-Sep-13	164.5	162	165.41	159.62	27.96M	-0.59%
25-Sep-13	169.26	164.03	170.22	164.02	31.71M	2.89%
26-Sep-13	167.61	168.53	169.76	166.43	16.40M	-0.97%
27-Sep-13	164.07	168.06	168.86	162.74	16.45M	-2.11%
30-Sep-13	161.49	161.38	162.8	159.66	16.84M	-1.57%
1-Oct-13	164.34	162.24	164.84	161.4	12.55M	1.76%
3-Oct-13	166.02	164.3	166.5	162.52	17.64M	1.02%
4-Oct-13	165.06	165	167.8	163	20.20M	-0.58%
7-Oct-13	163.31	164.12	164.5	162	11.36M	-1.06%
8-Oct-13	160.75	167.53	167.95	159.75	26.71M	-1.57%
9-Oct-13	160.9	159.09	161.78	157.38	34.18M	0.09%
10-Oct-13	163.29	161.03	163.96	160.8	17.34M	1.49%
11-Oct-13	165.28	165	167.19	163.1	15.98M	1.22%
14-Oct-13	165.72	164.62	166.9	164.37	10.58M	0.27%
15-Oct-13	162.28	166.4	169.35	161.11	23.22M	-2.08%
17-Oct-13	162.13	162.56	163.48	160	19.85M	-0.09%
18-Oct-13	166.46	162.9	167.19	162.7	16.84M	2.67%
21-Oct-13	167.16	166.71	169.5	166.2	14.56M	0.42%
22-Oct-13	167.53	167	169.19	166	13.67M	0.22%
23-Oct-13	171.66	169.2	173.49	168.5	32.88M	2.47%
24-Oct-13	171.83	171.8	174.49	170.76	21.27M	0.10%
25-Oct-13	172.09	171.5	173.97	170	14.22M	0.15%
28-Oct-13	167.54	172.5	173.89	167.14	13.06M	-2.64%
29-Oct-13	174.04	167.1	174.5	164.56	30.15M	3.88%
30-Oct-13	172.1	174.81	175.85	171.47	14.47M	-1.11%
31-Oct-13	179.68	171.79	180.34	170.57	33.46M	4.40%
1-Nov-13	187.9	179.3	189	178.93	34.20M	4.57%
3-Nov-13	188.63	189.1	190.5	188.05	5.25M	0.39%
5-Nov-13	187.59	187.23	190.79	184.02	21.89M	-0.55%
6-Nov-13	180.96	186.2	188.53	180.4	23.16M	-3.53%
7-Nov-13	175.26	181.08	182.8	174.7	31.28M	-3.15%
8-Nov-13	174.43	174.9	176.8	173	17.64M	-0.47%
11-Nov-13	170.44	172.97	175.29	169.53	18.52M	-2.29%
12-Nov-13	167.29	170.49	171.7	166.9	24.33M	-1.85%
13-Nov-13	169.71	165.81	173.73	165.26	60.41M	1.45%
14-Nov-13	172.31	172.31	174.09	170.57	18.33M	1.53%
18-Nov-13	176.76	174.53	177	173.21	18.95M	2.58%
19-Nov-13	182.34	176.4	183	176.3	28.70M	3.16%
20-Nov-13	179.57	181.9	183.47	178.2	23.36M	-1.52%
21-Nov-13	176.29	178.25	178.86	175.5	23.68M	-1.83%
22-Nov-13	173.79	176.76	178.09	173.5	17.75M	-1.42%
25-Nov-13	180.66	174.15	181.16	174	22.74M	3.95%
26-Nov-13	178.53	180	181.95	178.1	16.05M	-1.18%
27-Nov-13	176.37	178.6	179.87	175.69	13.69M	-1.21%
28-Nov-13	176.36	177.7	179.06	176.07	18.43M	-0.01%
29-Nov-13	181.94	176.1	182.7	176.1	23.40M	3.16%
2-Dec-13	182.22	182.7	185.35	181.24	17.46M	0.15%
3-Dec-13	181.35	181.5	182.98	180.53	14.81M	-0.48%
4-Dec-13	181.74	180.7	183.47	179.7	15.43M	0.22%
5-Dec-13	185.59	186	188.26	184.62	23.66M	2.12%
6-Dec-13	185.96	185.2	186.71	184.5	14.50M	0.20%
9-Dec-13	189.09	191.1	192.4	188.5	18.78M	1.68%
10-Dec-13	184.33	189.47	189.86	183.63	18.86M	-2.52%
11-Dec-13	179.66	184	184.29	178.15	20.71M	-2.53%
12-Dec-13	177.7	179	179.8	177.16	15.82M	-1.09%
13-Dec-13	174.36	175.8	177	174.01	16.46M	-1.88%
16-Dec-13	173.21	173.01	176.19	172.74	13.02M	-0.66%
17-Dec-13	171.83	175.02	175.5	171.26	17.63M	-0.80%
18-Dec-13	176.34	171.5	177.89	171.5	23.58M	2.62%
19-Dec-13	173.1	177.23	177.84	171.25	18.37M	-1.84%
20-Dec-13	175.12	172.5	175.8	172	15.02M	1.17%
23-Dec-13	175.84	174.5	177.28	174.5	13.32M	0.41%
24-Dec-13	175.93	175.91	177.2	175.2	13.34M	0.05%
26-Dec-13	175.34	175.3	177.17	174.7	16.33M	-0.34%
27-Dec-13	177.01	175.5	178.14	175.5	10.70M	0.95%
30-Dec-13	176.46	178.08	178.87	175.51	10.86M	-0.31%
31-Dec-13	176.65	175.94	177.3	174.97	10.75M	0.11%
1-Jan-14	176.5	177.2	177.49	176.12	5.90M	-0.08%
2-Jan-14	174.26	176.59	180.6	173.22	19.45M	-1.27%
3-Jan-14	171.97	172.7	173.6	171.1	13.76M	-1.31%
