Date	Price	Open	High	Low	Volume	Change %
6-Jun-17	287.3	292	292.95	286.6	12.35M	0.02%
7-Jun-17	290.55	288.2	291.5	287.2	10.86M	1.13%
8-Jun-17	288.6	292	292	287.75	8.37M	-0.67%
9-Jun-17	288.55	288.3	289.4	285.8	10.80M	-0.02%
12-Jun-17	284.95	286.75	287	284.3	10.33M	-1.25%
13-Jun-17	283.85	285.4	287	283	9.17M	-0.39%
14-Jun-17	284.2	285.9	286.3	282.6	11.57M	0.12%
15-Jun-17	284	283.85	285.8	281.35	11.93M	-0.07%
16-Jun-17	285.95	284.7	286.65	283.25	19.25M	0.69%
19-Jun-17	288.85	286.6	289.85	285.3	14.85M	1.01%
20-Jun-17	290.1	287.6	291	285.6	14.93M	0.43%
21-Jun-17	290.9	288.25	292.45	288.25	10.54M	0.28%
22-Jun-17	294.5	291.25	295.9	291.05	26.11M	1.24%
23-Jun-17	288.95	294.75	295.55	287.8	20.65M	-1.88%
27-Jun-17	279.65	289.25	289.45	276.8	25.52M	-3.22%
28-Jun-17	276.4	277.6	278.45	273.75	17.24M	-1.16%
29-Jun-17	272.45	277.15	279.3	271.65	30.46M	-1.43%
30-Jun-17	273.65	272	274.75	269.7	12.24M	0.44%
3-Jul-17	274.85	274.1	275.5	272.55	8.95M	0.44%
4-Jul-17	273	275	276.45	272.05	7.86M	-0.67%
5-Jul-17	274.9	273.9	275.6	272.35	10.05M	0.70%
6-Jul-17	281	275.05	282.7	274.6	16.12M	2.22%
7-Jul-17	280.1	280.6	282.4	279.2	5.91M	-0.32%
10-Jul-17	285.55	300	300	280.85	2.17M	1.95%
11-Jul-17	283.55	287.5	289.7	283	12.40M	-0.70%
12-Jul-17	287.65	284.7	288.4	283.2	7.52M	1.45%
13-Jul-17	288.75	288.9	290	286.55	8.43M	0.38%
14-Jul-17	291.6	288.8	293.6	287.25	13.75M	0.99%
17-Jul-17	293	292.8	294.1	289.65	10.55M	0.48%
18-Jul-17	291	291.85	296.4	290	11.91M	-0.68%
19-Jul-17	293.3	291.5	294	291.4	9.01M	0.79%
20-Jul-17	290.95	293	294.25	290.05	6.26M	-0.80%
21-Jul-17	290.65	291.05	292.2	288.25	7.27M	-0.10%
24-Jul-17	294.55	290.8	296.3	290.7	11.20M	1.34%
25-Jul-17	296.1	296	297.3	294.65	10.85M	0.53%
26-Jul-17	295.8	296.25	299.65	295.25	12.53M	-0.10%
27-Jul-17	298.35	297	299.85	296.2	22.29M	0.86%
28-Jul-17	299.1	297	300.75	295.6	15.77M	0.25%
31-Jul-17	312.5	299.4	313.85	298	41.55M	4.48%
1-Aug-17	309	314	314.8	307.95	14.89M	-1.12%
2-Aug-17	307.7	310	311.8	305.3	17.01M	-0.42%
3-Aug-17	300.55	307	307.4	299.1	14.46M	-2.32%
4-Aug-17	305.25	300.3	306.3	297.6	9.62M	1.56%
7-Aug-17	311.2	305.8	311.8	305.15	11.42M	1.95%
8-Aug-17	303.65	311	311.8	301.2	13.58M	-2.43%
9-Aug-17	302.3	302.75	307.45	300.1	15.85M	-0.44%
10-Aug-17	296.7	301.2	302.4	292	14.52M	-1.85%
11-Aug-17	280.15	294.5	303	277.45	67.65M	-5.58%
14-Aug-17	278.2	281.45	282.4	276.5	23.77M	-0.70%
16-Aug-17	283.1	279.05	283.9	274.2	21.07M	1.76%
17-Aug-17	280.85	283.8	284.7	280	12.13M	-0.79%
18-Aug-17	278.7	278	279.65	276	12.65M	-0.77%
21-Aug-17	274.65	279	280.65	273.35	9.25M	-1.45%
22-Aug-17	273.9	276	277	271.2	11.81M	-0.27%
23-Aug-17	279	274.75	279.7	274.2	11.32M	1.86%
24-Aug-17	280.3	279.7	281.45	277.5	14.14M	0.47%
28-Aug-17	279.35	282.1	282.1	279	10.51M	-0.34%
29-Aug-17	277	278.45	280.85	276.05	10.34M	-0.84%
30-Aug-17	276.6	278	279.25	276	7.65M	-0.14%
31-Aug-17	277.75	276.85	279.5	274.2	14.22M	0.42%
1-Sep-17	277.85	277.65	280.4	276.6	8.26M	0.04%
4-Sep-17	277.75	278.95	279.6	276.4	7.17M	-0.04%
5-Sep-17	276.55	278.1	279.5	275.95	9.57M	-0.43%
6-Sep-17	274.25	275.95	276.65	273.65	7.31M	-0.83%
7-Sep-17	274.2	275.4	276.9	273.1	16.10M	-0.02%
8-Sep-17	271.8	274.9	275.4	271.1	7.08M	-0.88%
11-Sep-17	270.95	272.6	273.5	269.55	14.49M	-0.31%
12-Sep-17	273.45	272	275.65	270.5	8.38M	0.92%
13-Sep-17	273.4	274.95	276.6	272.5	10.15M	-0.02%
14-Sep-17	274.2	273.4	275.6	272.3	8.02M	0.29%
15-Sep-17	271.5	270.75	274.5	269.9	18.40M	-0.98%
18-Sep-17	270.4	273	274	269.45	17.54M	-0.41%
19-Sep-17	267.8	270.45	270.8	266.45	14.33M	-0.96%
20-Sep-17	270.05	268.15	272.05	267.45	12.36M	0.84%
21-Sep-17	268.5	269.75	271.4	267.35	8.51M	-0.57%
22-Sep-17	261.85	267.25	267.4	261.1	12.86M	-2.48%
25-Sep-17	258.75	261.5	261.8	254.4	13.94M	-1.18%
26-Sep-17	258.25	258.5	259.65	256	11.73M	-0.19%
27-Sep-17	250.4	259.9	259.9	249.5	17.08M	-3.04%
28-Sep-17	252.55	250.25	253.55	249.5	17.78M	0.86%
29-Sep-17	253.85	254.7	255.5	253.05	10.07M	0.51%
3-Oct-17	251.3	256.4	256.4	250.6	10.55M	-1.00%
4-Oct-17	253.2	251.65	254.65	251.35	14.06M	0.76%
5-Oct-17	251.6	253.7	254.1	249.2	13.48M	-0.63%
6-Oct-17	256.75	252.15	257.9	252.1	11.93M	2.05%
9-Oct-17	256.85	256.8	258.6	254.25	8.01M	0.04%
10-Oct-17	256.95	256.85	258.2	255.7	9.74M	0.04%
11-Oct-17	251.75	257.15	258.45	250.45	14.19M	-2.02%
12-Oct-17	251.2	252	252.95	248.5	13.40M	-0.22%
13-Oct-17	252.1	251.1	255.35	250.2	15.70M	0.36%
16-Oct-17	252.05	254.6	254.7	250.1	12.17M	-0.02%
17-Oct-17	251.15	252.05	254.7	250.65	13.51M	-0.36%
18-Oct-17	243.75	246	247.8	242.55	20.68M	-2.95%
19-Oct-17	242.75	243.8	245.25	241.15	3.46M	-0.41%
23-Oct-17	245.95	244	247	242.3	8.90M	1.32%
24-Oct-17	254.45	246	255.3	245.95	17.20M	3.46%
25-Oct-17	324.9	279.85	328.05	279.85	262.68M	27.69%
26-Oct-17	320.5	330	351.3	317.5	112.80M	-1.35%
27-Oct-17	311.05	320.25	323.6	310.1	27.58M	-2.95%
30-Oct-17	312	312	322.35	310.6	28.53M	0.31%
31-Oct-17	305.8	313	313.85	304.3	16.46M	-1.99%
1-Nov-17	319.85	309.4	321.45	309.4	34.91M	4.59%
2-Nov-17	314.35	320	323.15	313.55	23.11M	-1.72%
3-Nov-17	325	315.45	327.5	312.6	26.90M	3.39%
6-Nov-17	329	323.6	330	321.45	17.14M	1.23%
7-Nov-17	317.2	328.95	331.7	315.5	21.88M	-3.59%
8-Nov-17	309.55	318	319.3	306.65	20.24M	-2.41%
9-Nov-17	313.7	313.15	318	308.2	21.85M	1.34%
10-Nov-17	333.55	315	338.5	309.5	82.98M	6.33%
13-Nov-17	331.05	336.75	344.8	329.75	38.78M	-0.75%
14-Nov-17	329.1	330.35	334.7	327.5	25.65M	-0.59%
15-Nov-17	324.95	328	331.15	322.25	17.39M	-1.26%
16-Nov-17	333.4	327.4	334.2	323.65	22.51M	2.60%
17-Nov-17	337.5	345	346.7	336	26.52M	1.23%
20-Nov-17	333	337.1	337.15	331.25	13.51M	-1.33%
21-Nov-17	330.65	335	335.4	330	14.19M	-0.71%
22-Nov-17	335.3	330.85	339.65	327	22.86M	1.41%
23-Nov-17	334.95	335.5	336.65	331.65	13.34M	-0.10%
24-Nov-17	332.4	336	337	331.5	11.72M	-0.76%
27-Nov-17	335.65	329.9	337	328.05	13.11M	0.98%
28-Nov-17	332	336	336.7	331.2	16.05M	-1.09%
29-Nov-17	328.9	332.35	334.85	327.2	11.26M	-0.93%
30-Nov-17	320.35	325.8	326.5	318.5	27.28M	-2.60%
1-Dec-17	312.75	321.5	322.3	311.25	16.43M	-2.37%
4-Dec-17	313.6	314.7	315.95	311.15	13.89M	0.27%
5-Dec-17	319.1	312.5	320.7	308.8	15.13M	1.75%
6-Dec-17	312.4	316.7	317.4	311.5	18.66M	-2.10%
7-Dec-17	316.4	312.5	317.75	312.45	12.28M	1.28%
8-Dec-17	313.1	316.6	318.85	312.1	16.42M	-1.04%
11-Dec-17	318.4	315.95	319.3	315.1	14.01M	1.69%
12-Dec-17	318.45	317.75	320.5	314.65	17.66M	0.02%
13-Dec-17	313.3	316.15	318.95	311.15	17.54M	-1.62%
14-Dec-17	314	314.3	315.4	309.5	13.89M	0.22%
15-Dec-17	312.25	318.4	319.35	311.5	16.05M	-0.56%
18-Dec-17	318.9	308	323.5	300.4	32.12M	2.13%
19-Dec-17	319.8	319.45	322.25	318.4	14.74M	0.28%
20-Dec-17	317.5	319	319	316.5	9.90M	-0.72%
21-Dec-17	316.75	316.6	318.2	315.4	9.92M	-0.24%
22-Dec-17	319.85	317.1	323.85	316.5	13.82M	0.98%
26-Dec-17	317.15	318.6	319.95	316.3	9.33M	-0.84%
27-Dec-17	314.85	316.5	320.3	313.05	14.28M	-0.73%
28-Dec-17	308.4	315.3	316.5	307.65	20.35M	-2.05%
29-Dec-17	309.9	310	312	309.05	11.94M	0.49%
1-Jan-18	307.1	310.6	312.75	306.3	12.18M	-0.90%
2-Jan-18	303.25	309	309	301.35	14.80M	-1.25%
3-Jan-18	302.85	305.3	306.45	302.15	13.86M	-0.13%
4-Jan-18	308.5	304.5	310.2	303.15	24.52M	1.87%
5-Jan-18	306.35	311.4	311.4	305.6	14.58M	-0.70%
8-Jan-18	305.8	307.2	309.5	305	13.56M	-0.18%
9-Jan-18	304.3	307.5	309.5	303.3	15.57M	-0.49%
10-Jan-18	301.1	304.65	305.85	300	13.06M	-1.05%
11-Jan-18	302.2	300.9	303	300	12.30M	0.37%
12-Jan-18	302.25	304.65	304.65	300.55	17.59M	0.02%
15-Jan-18	302.6	303.95	305.25	301.55	18.19M	0.12%
16-Jan-18	296.15	302.4	303.35	295.3	18.04M	-2.13%
17-Jan-18	307.1	296	308.4	292.6	26.28M	3.70%
18-Jan-18	303.25	315	317.8	300.5	40.00M	-1.25%
19-Jan-18	309.25	303.95	310	302.5	18.46M	1.98%
22-Jan-18	306.5	308.35	308.75	304.05	12.62M	-0.89%
23-Jan-18	318.1	306.4	320.55	306.35	35.25M	3.78%
24-Jan-18	329.9	317.7	331.6	316.2	38.07M	3.71%
25-Jan-18	313.15	332.75	332.75	311.85	42.47M	-5.08%
29-Jan-18	312.1	313.15	316.9	311	23.60M	-0.34%
30-Jan-18	313.55	312.05	318.85	311	25.81M	0.46%
31-Jan-18	313.25	313	316.6	307.85	16.41M	-0.10%
1-Feb-18	306.05	316.9	317.4	305	19.52M	-2.30%
2-Feb-18	297.35	302.9	305.75	295.5	23.27M	-2.84%
5-Feb-18	298.05	292.65	300.4	290	18.94M	0.24%
6-Feb-18	291.75	285	297.3	282.9	30.58M	-2.11%
7-Feb-18	292.8	296.6	297.9	290	21.46M	0.36%
8-Feb-18	301.4	292.9	303.3	292.55	18.93M	2.94%
9-Feb-18	296.4	297	300.6	295	15.75M	-1.66%
12-Feb-18	288.75	288.25	292.4	285.15	50.84M	-2.58%
14-Feb-18	276.2	288.7	288.7	275	45.64M	-4.35%
15-Feb-18	278.7	274.8	282.3	274.25	26.06M	0.91%
16-Feb-18	271.65	280.5	281.2	270.05	30.34M	-2.53%
19-Feb-18	268.5	271.5	272	256.65	43.85M	-1.16%
20-Feb-18	269.65	269	274.2	264.8	33.46M	0.43%
21-Feb-18	273.3	272.2	274.1	267.4	23.71M	1.35%
22-Feb-18	272.6	270.4	273.6	269.45	25.58M	-0.26%
23-Feb-18	276.05	273.45	277.2	272.5	15.48M	1.27%
26-Feb-18	274.45	280	280	273.85	15.31M	-0.58%
27-Feb-18	267.6	273	275.9	265.95	20.82M	-2.50%
28-Feb-18	268	264.25	269.7	260.8	26.81M	0.15%
1-Mar-18	262.15	266.3	270	261.25	22.86M	-2.18%
5-Mar-18	263.5	260.45	265	258.75	18.48M	0.51%
6-Mar-18	256.55	265.85	266	255	20.78M	-2.64%
7-Mar-18	246.65	255.05	255.35	246.05	31.26M	-3.86%
8-Mar-18	256.8	247	257.95	244.3	33.13M	4.12%
9-Mar-18	253.25	257	257.4	251.65	21.54M	-1.38%
12-Mar-18	252.85	254.1	255.25	247.25	25.33M	-0.16%
13-Mar-18	254.7	251.3	262.4	249.6	37.65M	0.73%
14-Mar-18	257.05	252.5	257.85	250	25.47M	0.92%
15-Mar-18	253.7	257	258.8	252.55	18.34M	-1.30%
16-Mar-18	252.3	250.65	255.7	250.1	25.73M	-0.55%
19-Mar-18	247.95	252.9	253.6	246.1	18.17M	-1.72%
20-Mar-18	249.1	246.85	252.25	245.35	20.56M	0.46%
21-Mar-18	248	251.75	254.3	247.1	19.53M	-0.44%
22-Mar-18	241.55	247	247.35	240.65	26.83M	-2.60%
23-Mar-18	234.8	237.8	239.65	232.35	27.15M	-2.79%
26-Mar-18	246.5	234.75	247.85	234.25	30.37M	4.98%
27-Mar-18	254.35	250	255.5	248	31.21M	3.18%
28-Mar-18	249.9	252	256.2	248.7	36.67M	-1.75%
2-Apr-18	246.15	251.8	252	244.9	14.99M	-1.50%
3-Apr-18	250.5	249.55	252.8	248.25	19.88M	1.77%
4-Apr-18	247.3	251.7	253	245.5	18.82M	-1.28%
5-Apr-18	259.3	252.6	261.9	250	22.88M	4.85%
6-Apr-18	259.7	259.65	261.45	254.85	24.87M	0.15%
9-Apr-18	260.65	260.65	262.75	257.6	20.21M	0.37%
10-Apr-18	263.3	261.1	265	258.5	21.20M	1.02%
11-Apr-18	257.05	263	263	256.3	14.89M	-2.37%
12-Apr-18	253.8	257.5	257.5	252.25	18.66M	-1.26%
13-Apr-18	250.95	254	255.95	249.7	25.65M	-1.12%
16-Apr-18	249	249.35	251.3	247.1	16.41M	-0.78%
17-Apr-18	248.15	251.4	252.5	246.6	15.92M	-0.34%
18-Apr-18	246.45	249.5	249.9	245.3	16.14M	-0.69%
19-Apr-18	246.15	247.1	248.45	245.2	13.17M	-0.12%
20-Apr-18	241.2	245.85	245.85	239.5	15.55M	-2.01%
23-Apr-18	242.45	241.9	244.85	239.3	12.11M	0.52%
24-Apr-18	240.6	242	243.4	239.6	9.49M	-0.76%
25-Apr-18	237.2	239.7	240.75	236.75	13.12M	-1.41%
26-Apr-18	233.2	238.4	238.8	232.5	24.50M	-1.69%
27-Apr-18	242.6	233.25	245.8	233.25	31.40M	4.03%
30-Apr-18	246.4	244.8	249.7	244.5	17.26M	1.57%
2-May-18	241	245.9	246.3	239.75	12.89M	-2.19%
3-May-18	241.9	240.95	243.4	238.75	12.94M	0.37%
4-May-18	241.95	243.5	243.9	240.35	12.78M	0.02%
7-May-18	246.5	242.45	248.2	242.05	15.12M	1.88%
8-May-18	250.05	248	252.6	244.6	23.29M	1.44%
9-May-18	248	249.8	249.8	246.3	11.43M	-0.82%
10-May-18	247.95	248.25	250.2	246.3	13.16M	-0.02%
11-May-18	250.35	247.6	251.6	246.05	11.96M	0.97%
14-May-18	253.6	249.95	255.8	248.15	18.67M	1.30%
15-May-18	248	253	257.45	245.9	18.03M	-2.21%
16-May-18	243.1	245.5	248.7	240.6	17.22M	-1.98%
17-May-18	242.7	244.2	246	241.15	11.72M	-0.16%
18-May-18	238.85	243	244	237.85	11.87M	-1.59%
21-May-18	244.45	243.55	245.75	240.3	18.78M	2.34%
22-May-18	253.9	243.65	259.7	241	68.71M	3.87%
23-May-18	263.2	254.65	269.75	254.3	71.20M	3.66%
24-May-18	268.5	263.85	269.7	260.65	34.68M	2.01%
25-May-18	266.95	267.8	268.4	262.55	22.32M	-0.58%
28-May-18	272.05	267.4	274.2	266.05	18.96M	1.91%
29-May-18	264.3	270.5	270.95	262.8	16.11M	-2.85%
30-May-18	267.15	260.5	268	259.95	19.32M	1.08%
31-May-18	269.55	266.85	274.8	263.15	31.94M	0.90%
1-Jun-18	266.7	269.25	269.8	264.6	16.57M	-1.06%
4-Jun-18	263	268	268.35	261.3	12.93M	-1.39%
5-Jun-18	263.55	260.9	265.25	260.9	14.10M	0.21%
6-Jun-18	270.15	263	271.4	262.2	18.32M	2.50%
7-Jun-18	269.65	271.05	272.9	268.4	18.77M	-0.19%
8-Jun-18	273	268.95	273.9	267	14.10M	1.24%
11-Jun-18	274	273.3	278.4	273.15	18.22M	0.37%
12-Jun-18	282.85	274	284.4	274	31.36M	3.23%
13-Jun-18	287.7	284	289.65	283.65	26.75M	1.71%
14-Jun-18	282.6	286.55	286.55	281.3	18.51M	-1.77%
15-Jun-18	277.45	282.75	283.45	276.6	16.95M	-1.82%
18-Jun-18	276.85	278	279.75	275.45	13.54M	-0.22%
19-Jun-18	272.6	276	276.7	269.75	20.73M	-1.54%
20-Jun-18	273.3	273.2	274.75	271.1	14.00M	0.26%
21-Jun-18	268.65	274.75	274.75	268.1	12.95M	-1.70%
22-Jun-18	273.05	269	273.7	265.75	20.78M	1.64%
25-Jun-18	268.45	271.85	273.15	267.2	10.93M	-1.68%
26-Jun-18	267.4	267.25	271.2	265.4	16.87M	-0.39%
27-Jun-18	261.7	267.35	267.35	261	16.28M	-2.13%
28-Jun-18	257	260.4	262	255.7	21.35M	-1.80%
29-Jun-18	259.35	258.25	263.45	258.2	16.24M	0.91%
2-Jul-18	258.85	258.95	261.75	254	21.90M	-0.19%
3-Jul-18	257.5	259.6	260.9	256.4	16.10M	-0.52%
4-Jul-18	257.45	255.75	258.35	254.5	14.21M	-0.02%
5-Jul-18	256.45	257.9	258.7	255.15	11.22M	-0.39%
6-Jul-18	257.2	256.1	260.8	255.55	16.17M	0.29%
9-Jul-18	261.55	258.2	262.4	257.95	13.22M	1.69%
10-Jul-18	263.75	263.85	265.75	262.4	11.49M	0.84%
11-Jul-18	259.1	262.65	262.65	257.9	12.86M	-1.76%
12-Jul-18	262.75	261.4	264.5	261.15	10.64M	1.41%
13-Jul-18	257.75	262.1	262.4	256.8	11.98M	-1.90%
16-Jul-18	251.6	257	257.5	251	8.97M	-2.39%
17-Jul-18	259.05	250.7	259.85	250.45	16.07M	2.96%
18-Jul-18	259.55	260.1	262.5	256.15	17.64M	0.19%
19-Jul-18	260.2	259.4	263.5	256.2	9.96M	0.25%
20-Jul-18	261.5	259.9	263	258.55	6.12M	0.50%
23-Jul-18	266.35	262	267.5	260.6	17.01M	1.85%
24-Jul-18	266.85	267.2	269.2	265.55	9.32M	0.19%
25-Jul-18	271.85	268	272.85	265.65	13.10M	1.87%
26-Jul-18	287.7	275.1	289.4	274.2	53.50M	5.83%
27-Jul-18	286.75	289.5	297	285.1	32.18M	-0.33%
30-Jul-18	297.4	289.2	299.55	289.2	40.95M	3.71%
31-Jul-18	293.5	297	302.4	291.8	36.51M	-1.31%
1-Aug-18	295.1	294.5	298	288.35	33.89M	0.55%
2-Aug-18	293.9	293	296.4	290.55	15.67M	-0.41%
3-Aug-18	299.25	294.6	299.95	294.5	18.25M	1.82%
6-Aug-18	308.5	300.6	311.35	300.6	31.58M	3.09%
7-Aug-18	304.05	309.85	311.7	303.05	23.93M	-1.44%
8-Aug-18	308.7	304.05	310.9	303.05	20.50M	1.53%
9-Aug-18	317.4	312.95	319.85	310.15	46.46M	2.82%
10-Aug-18	304.45	317.65	326.4	300.5	111.51M	-4.08%
13-Aug-18	294.15	296	302.8	291.1	58.13M	-3.38%
14-Aug-18	294.9	296.7	298.95	293.35	25.29M	0.25%
16-Aug-18	292.7	293.5	298.4	290.25	31.08M	-0.75%
17-Aug-18	302.1	295	302.7	294.05	21.93M	3.21%
20-Aug-18	307.65	304.1	308.7	303.6	20.24M	1.84%
21-Aug-18	307	308.3	308.85	303.35	14.14M	-0.21%
23-Aug-18	302.45	306.95	306.95	298.3	22.72M	-1.48%
24-Aug-18	300.45	300.6	305.7	299	18.87M	-0.66%
27-Aug-18	308	304	310.35	303.3	28.11M	2.51%
28-Aug-18	305.35	308.05	310.25	303.4	16.89M	-0.86%
29-Aug-18	309.7	306.8	312	305.75	24.32M	1.42%
30-Aug-18	308.6	309.3	310.5	306	19.94M	-0.36%
31-Aug-18	309.6	307.9	310.65	304.55	18.10M	0.32%
3-Sep-18	306.35	312.5	312.5	304.8	14.71M	-1.05%
4-Sep-18	296.4	306.8	307.45	295.45	42.86M	-3.25%
5-Sep-18	296.55	296.5	298.85	290.4	22.92M	0.05%
6-Sep-18	296.45	298	299.85	294.5	18.00M	-0.03%
7-Sep-18	291.65	295.9	295.9	289.45	23.72M	-1.62%
10-Sep-18	284.85	290.65	293.25	283.8	23.35M	-2.33%
11-Sep-18	282.6	287.35	291.45	281.65	28.36M	-0.79%
12-Sep-18	285.3	284	286.7	280	22.72M	0.96%
14-Sep-18	290.65	290.1	291.8	288.7	15.15M	1.88%
17-Sep-18	285.3	288.5	288.5	284.1	16.09M	-1.84%
18-Sep-18	273.8	285	286.9	272.4	33.90M	-4.03%
19-Sep-18	271.5	275.4	282.85	270.5	40.76M	-0.84%
21-Sep-18	270.6	274.2	279.45	253.4	39.31M	-0.33%
24-Sep-18	264.35	272.7	273	262.6	24.63M	-2.31%
25-Sep-18	270.9	264	272.95	260.8	28.95M	2.48%
26-Sep-18	263.85	274	274	262.75	23.95M	-2.60%
27-Sep-18	265.35	264.5	268.6	263.75	24.83M	0.57%
28-Sep-18	265.5	266.4	273.5	262.5	33.80M	0.06%
1-Oct-18	273.85	265.5	275.2	264.1	17.71M	3.15%
3-Oct-18	271.7	273.35	278.7	270.6	19.71M	-0.79%
4-Oct-18	271.35	267.95	272.7	265.7	17.75M	-0.13%
5-Oct-18	258.35	271	271	256	36.63M	-4.79%
8-Oct-18	265.75	259.75	268.5	258.35	21.10M	2.86%
9-Oct-18	262.95	268	268.15	260	16.01M	-1.05%
10-Oct-18	278.65	261.6	280.45	261.2	31.77M	5.97%
11-Oct-18	262.15	268	271.5	260.6	46.29M	-5.92%
12-Oct-18	263.75	266	267.9	261.5	42.97M	0.61%
15-Oct-18	263.2	264.4	265.7	261.1	21.97M	-0.21%
16-Oct-18	270.3	264.6	270.85	263.35	33.60M	2.70%
17-Oct-18	261.15	273.75	275	260	21.63M	-3.39%
19-Oct-18	261.1	259.7	264.2	258.1	28.47M	-0.02%
22-Oct-18	260.35	266	266	259.45	19.93M	-0.29%
23-Oct-18	255.65	258	259	255	20.21M	-1.81%
24-Oct-18	255.7	260.25	261.8	252.8	25.64M	0.02%
25-Oct-18	249.55	254.5	255	248.4	33.07M	-2.41%
26-Oct-18	248.1	252	252.5	247.4	20.54M	-0.58%
29-Oct-18	267.9	250	269.25	248.4	37.77M	7.98%
30-Oct-18	273.15	267.5	279.1	266	33.40M	1.96%
31-Oct-18	281.4	275	282.75	268.6	28.14M	3.02%
1-Nov-18	285.9	283	289	278.85	29.14M	1.60%
2-Nov-18	285.35	287.9	292.8	283.2	27.76M	-0.19%
5-Nov-18	294.95	286.45	300	283.5	44.62M	3.36%
6-Nov-18	286.45	296.1	298.3	283.9	40.69M	-2.88%
7-Nov-18	286.55	288.9	288.9	285.95	3.31M	0.03%
9-Nov-18	283.25	287	287.5	282.45	19.20M	-1.15%
12-Nov-18	277.95	283.7	283.7	276.85	24.04M	-1.87%
13-Nov-18	278.05	276.3	279.7	273.35	25.63M	0.04%
14-Nov-18	283.6	280.4	287.7	278	52.67M	2.00%
15-Nov-18	285.4	283.85	287.05	281.15	18.45M	0.63%
16-Nov-18	290.9	285.9	291.8	282.6	24.81M	1.93%
19-Nov-18	288.15	293.5	293.5	286.05	13.80M	-0.95%
20-Nov-18	283.45	285.9	288.55	282.5	12.90M	-1.63%
21-Nov-18	287.05	283.45	289.55	283.05	16.17M	1.27%
22-Nov-18	282.7	285.95	287.05	281.6	12.07M	-1.52%
26-Nov-18	286.4	284.1	287.25	279.6	16.85M	1.31%
27-Nov-18	289.4	284.6	290.5	284.05	21.24M	1.05%
28-Nov-18	284.55	289.4	292.45	283	19.84M	-1.68%
29-Nov-18	286.4	289.3	289.65	284.25	27.92M	0.65%
30-Nov-18	284.65	288.8	290.9	283.2	17.58M	-0.61%
3-Dec-18	286.8	286.7	287.9	283.25	15.77M	0.76%
4-Dec-18	282.55	287.95	287.95	281.9	11.90M	-1.48%
5-Dec-18	280.15	282.45	283.2	277.05	14.89M	-0.85%
6-Dec-18	275.65	278	279.25	275.1	11.08M	-1.61%
7-Dec-18	275.4	277	277.35	272.1	10.17M	-0.09%
10-Dec-18	274.2	271	276.4	270.15	11.95M	-0.44%
11-Dec-18	281.25	268.35	283.25	268.35	30.93M	2.57%
12-Dec-18	285.25	283.75	285.85	282.2	21.77M	1.42%
13-Dec-18	289	290	294	285.75	24.10M	1.31%
14-Dec-18	289.2	288.5	290.8	287.05	12.16M	0.07%
17-Dec-18	289.5	289.3	291.45	287.3	12.73M	0.10%
18-Dec-18	292.75	287.85	294	287	13.61M	1.12%
19-Dec-18	300.7	294.7	302	294.7	26.12M	2.72%
20-Dec-18	294.05	298.35	301.65	293.15	19.22M	-2.21%
21-Dec-18	291.9	293.65	296.5	290.8	15.78M	-0.73%
24-Dec-18	293.05	293.5	295	290.15	12.05M	0.39%
26-Dec-18	294.15	292.85	295	287.15	12.68M	0.38%
27-Dec-18	292.15	296.7	297.6	291.5	15.30M	-0.68%
28-Dec-18	294.8	293.6	297.1	293.55	12.88M	0.91%
31-Dec-18	295.9	297.2	298.25	295.5	9.53M	0.37%
